Generated by http://statistics.gov.scot,2018-07-27T10:33:24+00:00
http://statistics.gov.scot/data/scottish-index-multiple-deprivation,Scottish Index of Multiple Deprivation 2004-2012
measure type,Decile
Reference Period,2004
Measure (cell values): ,Decile(Decile)

,,http://statistics.gov.scot/def/concept/simd-domain/access-to-services,http://statistics.gov.scot/def/concept/simd-domain/education-skills-and-training,http://statistics.gov.scot/def/concept/simd-domain/employment,http://statistics.gov.scot/def/concept/simd-domain/health,http://statistics.gov.scot/def/concept/simd-domain/housing,http://statistics.gov.scot/def/concept/simd-domain/income,http://statistics.gov.scot/def/concept/simd-domain/simd
http://statistics.gov.scot/id/statistical-geography/S01002998,S01002998,2,6,7,8,6,7,7
http://statistics.gov.scot/id/statistical-geography/S01002999,S01002999,9,9,10,9,2,10,10
http://statistics.gov.scot/id/statistical-geography/S01003000,S01003000,2,9,10,10,7,9,9
http://statistics.gov.scot/id/statistical-geography/S01003001,S01003001,5,5,8,7,5,8,8
http://statistics.gov.scot/id/statistical-geography/S01003002,S01003002,7,6,5,5,5,5,5
http://statistics.gov.scot/id/statistical-geography/S01003003,S01003003,1,7,8,7,7,7,7
http://statistics.gov.scot/id/statistical-geography/S01003004,S01003004,3,7,7,5,8,8,7
http://statistics.gov.scot/id/statistical-geography/S01003005,S01003005,1,9,8,9,6,7,7
http://statistics.gov.scot/id/statistical-geography/S01003006,S01003006,2,8,9,8,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01003007,S01003007,4,4,8,8,9,6,7
http://statistics.gov.scot/id/statistical-geography/S01003008,S01003008,5,7,10,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01003009,S01003009,7,5,8,6,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01003010,S01003010,2,9,10,9,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01003011,S01003011,2,8,10,9,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01003012,S01003012,1,9,10,8,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01003013,S01003013,1,10,8,8,7,8,7
http://statistics.gov.scot/id/statistical-geography/S01003014,S01003014,2,10,8,7,10,8,8
http://statistics.gov.scot/id/statistical-geography/S01003015,S01003015,2,9,8,7,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01003016,S01003016,3,10,8,9,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01003017,S01003017,6,9,9,7,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01003018,S01003018,7,9,7,6,8,6,8
http://statistics.gov.scot/id/statistical-geography/S01003019,S01003019,5,4,4,4,4,5,5
http://statistics.gov.scot/id/statistical-geography/S01003020,S01003020,8,6,6,5,4,5,6
http://statistics.gov.scot/id/statistical-geography/S01003021,S01003021,4,10,9,7,9,7,8
http://statistics.gov.scot/id/statistical-geography/S01003022,S01003022,10,9,7,8,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01003023,S01003023,5,8,8,8,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01003024,S01003024,9,8,6,4,7,7,7
http://statistics.gov.scot/id/statistical-geography/S01003025,S01003025,5,10,7,7,7,7,8
http://statistics.gov.scot/id/statistical-geography/S01003026,S01003026,4,7,3,2,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01003027,S01003027,2,7,8,8,4,7,7
http://statistics.gov.scot/id/statistical-geography/S01003028,S01003028,6,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003029,S01003029,3,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003030,S01003030,6,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003031,S01003031,2,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003032,S01003032,3,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003033,S01003033,4,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003034,S01003034,5,5,5,4,3,5,5
http://statistics.gov.scot/id/statistical-geography/S01003035,S01003035,2,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003036,S01003036,6,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003037,S01003037,5,5,6,5,2,6,6
http://statistics.gov.scot/id/statistical-geography/S01003038,S01003038,7,5,8,7,6,7,8
http://statistics.gov.scot/id/statistical-geography/S01003039,S01003039,8,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003040,S01003040,6,1,1,1,2,2,1
http://statistics.gov.scot/id/statistical-geography/S01003041,S01003041,5,6,7,6,5,7,7
http://statistics.gov.scot/id/statistical-geography/S01003042,S01003042,2,1,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01003043,S01003043,3,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003044,S01003044,5,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003045,S01003045,9,2,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01003046,S01003046,3,1,2,1,3,2,1
http://statistics.gov.scot/id/statistical-geography/S01003047,S01003047,8,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003048,S01003048,8,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003049,S01003049,6,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003050,S01003050,6,7,6,7,5,8,7
http://statistics.gov.scot/id/statistical-geography/S01003051,S01003051,7,2,2,2,3,1,2
http://statistics.gov.scot/id/statistical-geography/S01003052,S01003052,7,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003053,S01003053,2,2,5,3,4,5,4
http://statistics.gov.scot/id/statistical-geography/S01003054,S01003054,10,3,4,2,2,4,4
http://statistics.gov.scot/id/statistical-geography/S01003055,S01003055,10,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003056,S01003056,7,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003057,S01003057,8,3,6,6,2,6,5
http://statistics.gov.scot/id/statistical-geography/S01003058,S01003058,8,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003059,S01003059,6,9,7,7,7,9,9
http://statistics.gov.scot/id/statistical-geography/S01003060,S01003060,3,2,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003061,S01003061,6,7,6,7,3,9,8
http://statistics.gov.scot/id/statistical-geography/S01003062,S01003062,5,3,4,3,1,4,4
http://statistics.gov.scot/id/statistical-geography/S01003063,S01003063,6,3,5,4,2,4,4
http://statistics.gov.scot/id/statistical-geography/S01003064,S01003064,9,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003065,S01003065,9,5,5,5,1,5,5
http://statistics.gov.scot/id/statistical-geography/S01003066,S01003066,5,8,7,7,8,9,9
http://statistics.gov.scot/id/statistical-geography/S01003067,S01003067,8,6,6,5,6,7,7
http://statistics.gov.scot/id/statistical-geography/S01003068,S01003068,6,10,8,6,5,9,9
http://statistics.gov.scot/id/statistical-geography/S01003069,S01003069,8,5,2,3,1,2,3
http://statistics.gov.scot/id/statistical-geography/S01003070,S01003070,8,3,3,3,1,4,3
http://statistics.gov.scot/id/statistical-geography/S01003071,S01003071,4,10,10,6,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01003072,S01003072,6,1,1,2,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003073,S01003073,8,4,7,6,3,6,6
http://statistics.gov.scot/id/statistical-geography/S01003074,S01003074,5,10,9,8,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01003075,S01003075,7,4,5,4,2,5,4
http://statistics.gov.scot/id/statistical-geography/S01003076,S01003076,4,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003077,S01003077,4,1,1,2,1,2,1
http://statistics.gov.scot/id/statistical-geography/S01003078,S01003078,5,7,6,5,5,5,6
http://statistics.gov.scot/id/statistical-geography/S01003079,S01003079,7,8,7,5,3,8,7
http://statistics.gov.scot/id/statistical-geography/S01003080,S01003080,6,4,7,6,2,5,6
http://statistics.gov.scot/id/statistical-geography/S01003081,S01003081,5,5,8,7,8,6,7
http://statistics.gov.scot/id/statistical-geography/S01003082,S01003082,9,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003083,S01003083,6,1,2,2,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003084,S01003084,6,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003085,S01003085,8,9,8,7,3,8,9
http://statistics.gov.scot/id/statistical-geography/S01003086,S01003086,5,7,4,7,9,5,6
http://statistics.gov.scot/id/statistical-geography/S01003087,S01003087,7,4,6,5,2,5,5
http://statistics.gov.scot/id/statistical-geography/S01003088,S01003088,6,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003089,S01003089,8,9,8,8,8,8,9
http://statistics.gov.scot/id/statistical-geography/S01003090,S01003090,5,7,4,3,2,4,4
http://statistics.gov.scot/id/statistical-geography/S01003091,S01003091,6,3,6,5,2,5,5
http://statistics.gov.scot/id/statistical-geography/S01003092,S01003092,4,3,3,4,1,3,3
http://statistics.gov.scot/id/statistical-geography/S01003093,S01003093,4,2,1,2,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003094,S01003094,6,7,6,4,3,5,5
http://statistics.gov.scot/id/statistical-geography/S01003095,S01003095,6,10,10,9,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01003096,S01003096,8,7,5,6,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01003097,S01003097,6,1,1,1,3,1,1
http://statistics.gov.scot/id/statistical-geography/S01003098,S01003098,9,3,2,2,1,3,2
http://statistics.gov.scot/id/statistical-geography/S01003099,S01003099,8,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003100,S01003100,8,5,3,3,1,4,4
http://statistics.gov.scot/id/statistical-geography/S01003101,S01003101,7,1,2,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003102,S01003102,7,6,6,7,4,7,7
http://statistics.gov.scot/id/statistical-geography/S01003103,S01003103,9,8,7,6,8,10,9
http://statistics.gov.scot/id/statistical-geography/S01003104,S01003104,6,2,1,1,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01003105,S01003105,9,5,6,6,2,4,5
http://statistics.gov.scot/id/statistical-geography/S01003106,S01003106,10,9,9,6,7,9,9
http://statistics.gov.scot/id/statistical-geography/S01003107,S01003107,5,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003108,S01003108,9,4,3,2,1,3,3
http://statistics.gov.scot/id/statistical-geography/S01003109,S01003109,5,10,9,7,7,8,9
http://statistics.gov.scot/id/statistical-geography/S01003110,S01003110,5,10,9,6,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01003111,S01003111,9,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003112,S01003112,10,8,6,6,3,8,8
http://statistics.gov.scot/id/statistical-geography/S01003113,S01003113,8,4,7,7,5,8,8
http://statistics.gov.scot/id/statistical-geography/S01003114,S01003114,10,5,5,6,4,6,6
http://statistics.gov.scot/id/statistical-geography/S01003115,S01003115,9,9,6,4,3,5,6
http://statistics.gov.scot/id/statistical-geography/S01003116,S01003116,9,4,4,3,1,3,3
http://statistics.gov.scot/id/statistical-geography/S01003117,S01003117,9,2,4,2,1,5,3
http://statistics.gov.scot/id/statistical-geography/S01003118,S01003118,5,2,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003119,S01003119,6,4,7,4,2,4,5
http://statistics.gov.scot/id/statistical-geography/S01003120,S01003120,4,7,7,7,7,9,8
http://statistics.gov.scot/id/statistical-geography/S01003121,S01003121,7,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003122,S01003122,8,3,3,2,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01003123,S01003123,3,7,5,5,5,7,6
http://statistics.gov.scot/id/statistical-geography/S01003124,S01003124,10,5,6,4,1,5,6
http://statistics.gov.scot/id/statistical-geography/S01003125,S01003125,10,8,5,3,1,5,5
http://statistics.gov.scot/id/statistical-geography/S01003126,S01003126,9,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003127,S01003127,8,3,6,4,3,6,5
http://statistics.gov.scot/id/statistical-geography/S01003128,S01003128,10,6,2,2,1,3,3
http://statistics.gov.scot/id/statistical-geography/S01003129,S01003129,8,7,5,4,2,6,6
http://statistics.gov.scot/id/statistical-geography/S01003130,S01003130,10,7,5,4,1,4,5
http://statistics.gov.scot/id/statistical-geography/S01003131,S01003131,10,6,7,4,1,5,6
http://statistics.gov.scot/id/statistical-geography/S01003132,S01003132,10,2,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003133,S01003133,9,10,7,6,5,7,8
http://statistics.gov.scot/id/statistical-geography/S01003134,S01003134,10,1,2,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003135,S01003135,8,3,1,1,2,2,2
http://statistics.gov.scot/id/statistical-geography/S01003136,S01003136,10,4,6,3,1,4,5
http://statistics.gov.scot/id/statistical-geography/S01003137,S01003137,10,8,6,4,1,5,6
http://statistics.gov.scot/id/statistical-geography/S01003138,S01003138,10,2,1,1,1,2,1
http://statistics.gov.scot/id/statistical-geography/S01003139,S01003139,10,8,8,5,2,7,8
http://statistics.gov.scot/id/statistical-geography/S01003140,S01003140,6,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003141,S01003141,10,6,9,6,2,8,8
http://statistics.gov.scot/id/statistical-geography/S01003142,S01003142,10,2,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003143,S01003143,10,4,4,2,1,3,3
http://statistics.gov.scot/id/statistical-geography/S01003144,S01003144,6,1,2,1,1,2,2
http://statistics.gov.scot/id/statistical-geography/S01003145,S01003145,4,1,2,3,1,3,2
http://statistics.gov.scot/id/statistical-geography/S01003146,S01003146,10,4,7,4,1,5,5
http://statistics.gov.scot/id/statistical-geography/S01003147,S01003147,7,2,2,2,1,3,2
http://statistics.gov.scot/id/statistical-geography/S01003148,S01003148,6,2,3,2,2,3,2
http://statistics.gov.scot/id/statistical-geography/S01003149,S01003149,10,4,5,3,1,5,4
http://statistics.gov.scot/id/statistical-geography/S01003150,S01003150,9,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003151,S01003151,6,4,4,2,3,4,4
http://statistics.gov.scot/id/statistical-geography/S01003152,S01003152,9,5,2,2,1,3,3
http://statistics.gov.scot/id/statistical-geography/S01003153,S01003153,9,9,7,5,7,6,8
http://statistics.gov.scot/id/statistical-geography/S01003154,S01003154,10,4,4,3,1,3,4
http://statistics.gov.scot/id/statistical-geography/S01003155,S01003155,3,7,9,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01003156,S01003156,10,5,6,2,1,4,4
http://statistics.gov.scot/id/statistical-geography/S01003157,S01003157,10,3,4,3,1,3,3
http://statistics.gov.scot/id/statistical-geography/S01003158,S01003158,6,1,1,1,2,1,1
http://statistics.gov.scot/id/statistical-geography/S01003159,S01003159,4,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003160,S01003160,5,1,1,2,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003161,S01003161,4,2,2,2,2,3,2
http://statistics.gov.scot/id/statistical-geography/S01003162,S01003162,7,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003163,S01003163,10,7,8,6,5,8,9
http://statistics.gov.scot/id/statistical-geography/S01003164,S01003164,8,4,4,2,1,3,3
http://statistics.gov.scot/id/statistical-geography/S01003165,S01003165,10,5,3,2,1,3,3
http://statistics.gov.scot/id/statistical-geography/S01003166,S01003166,10,4,6,4,1,5,5
http://statistics.gov.scot/id/statistical-geography/S01003167,S01003167,7,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003168,S01003168,10,3,6,4,1,5,5
http://statistics.gov.scot/id/statistical-geography/S01003169,S01003169,4,6,2,5,6,6,4
http://statistics.gov.scot/id/statistical-geography/S01003170,S01003170,6,7,6,8,5,5,7
http://statistics.gov.scot/id/statistical-geography/S01003171,S01003171,2,6,10,6,9,8,8
http://statistics.gov.scot/id/statistical-geography/S01003172,S01003172,9,5,4,2,1,3,3
http://statistics.gov.scot/id/statistical-geography/S01003173,S01003173,10,6,5,2,1,4,4
http://statistics.gov.scot/id/statistical-geography/S01003174,S01003174,10,5,3,2,1,3,3
http://statistics.gov.scot/id/statistical-geography/S01003175,S01003175,10,2,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003176,S01003176,10,6,3,2,1,3,3
http://statistics.gov.scot/id/statistical-geography/S01003177,S01003177,10,9,7,5,4,6,7
http://statistics.gov.scot/id/statistical-geography/S01003178,S01003178,2,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003179,S01003179,10,3,4,2,1,2,3
http://statistics.gov.scot/id/statistical-geography/S01003180,S01003180,3,4,6,6,3,6,5
http://statistics.gov.scot/id/statistical-geography/S01003181,S01003181,3,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003182,S01003182,5,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003183,S01003183,10,3,4,2,1,3,3
http://statistics.gov.scot/id/statistical-geography/S01003184,S01003184,4,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003185,S01003185,10,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003186,S01003186,8,10,8,7,5,7,9
http://statistics.gov.scot/id/statistical-geography/S01003187,S01003187,10,5,6,5,1,5,6
http://statistics.gov.scot/id/statistical-geography/S01003188,S01003188,10,1,2,1,1,2,1
http://statistics.gov.scot/id/statistical-geography/S01003189,S01003189,10,3,3,2,1,3,2
http://statistics.gov.scot/id/statistical-geography/S01003190,S01003190,10,3,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003191,S01003191,10,3,2,1,1,2,2
http://statistics.gov.scot/id/statistical-geography/S01003192,S01003192,10,2,2,1,1,3,2
http://statistics.gov.scot/id/statistical-geography/S01003193,S01003193,2,3,4,3,5,4,4
http://statistics.gov.scot/id/statistical-geography/S01003194,S01003194,4,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003195,S01003195,4,5,4,4,4,5,4
http://statistics.gov.scot/id/statistical-geography/S01003196,S01003196,2,9,9,7,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01003197,S01003197,7,7,6,5,5,7,7
http://statistics.gov.scot/id/statistical-geography/S01003198,S01003198,10,2,2,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003199,S01003199,5,3,3,2,2,4,3
http://statistics.gov.scot/id/statistical-geography/S01003200,S01003200,10,3,2,1,1,2,2
http://statistics.gov.scot/id/statistical-geography/S01003201,S01003201,9,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003202,S01003202,4,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003203,S01003203,6,2,3,2,2,4,3
http://statistics.gov.scot/id/statistical-geography/S01003204,S01003204,2,1,2,2,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003205,S01003205,7,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003206,S01003206,10,2,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003207,S01003207,10,3,4,4,1,2,3
http://statistics.gov.scot/id/statistical-geography/S01003208,S01003208,7,1,1,1,1,1,1
http://statistics.gov.scot/id/statistical-geography/S01003209,S01003209,7,4,2,3,2,4,3
http://statistics.gov.scot/id/statistical-geography/S01003210,S01003210,8,8,9,5,6,6,8
http://statistics.gov.scot/id/statistical-geography/S01003211,S01003211,10,4,4,3,1,2,3
http://statistics.gov.scot/id/statistical-geography/S01003212,S01003212,7,5,5,5,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01003213,S01003213,7,2,2,2,1,2,2
http://statistics.gov.scot/id/statistical-geography/S01003214,S01003214,4,2,2,1,1,3,2
